event,scenario,main_character,emotion1,emotion2,emotion3,emotion4,answer,context_type
Austin wanted to start selling things on eBay.,"Austin wanted to start selling things on eBay. It was January 14, 2025, just as eBay had implemented stricter seller verification processes and increased final value fees.",Austin,Amazement,Anxiety,Fear,Anticipation,Anxiety,time
Cameron moved to a new town after getting a new job and settled into a small house near their new work.,Cameron moved to a new town after getting a new job and settled into a small house near their new work. This happened just two days before the start of their new position.,Cameron,Serenity,Anxiety,Intimidation,Sadness,Anxiety,time
Cameron moved to a new town after getting a new job and settled into a small house near their new work.,Cameron moved to a new town after getting a new job and settled into a small house near their new work. This occurred three months before their job was set to begin.,Cameron,Serenity,Anxiety,Intimidation,Sadness,Serenity,time
Jesse bought a car with the money and drove it around town for a few hours.,"Jesse bought a car with the money and drove it around town, exploring the scenic coastal roads during a sunny afternoon.",Jesse,Guilt,Annoyance,Joy,Fear,Joy,place
Jesse bought a car with the money and drove it around town for a few hours.,"Jesse bought a car with the money and drove it around town, navigating through heavy traffic on a busy weekday.",Jesse,Guilt,Annoyance,Joy,Fear,Annoyance,place
Lee took Remy to the bathroom slowly and carefully in the middle of the night.,Lee took Remy to the bathroom slowly and carefully in the middle of the night. Lee was a thief.,Remy,Discouragement,Anxiety,Joy,Gratitude,Anxiety,agent
Lee took Remy to the bathroom slowly and carefully in the middle of the night.,Lee took Remy to the bathroom slowly and carefully in the middle of the night. Remy was Lee's young child.,Remy,Discouragement,Anxiety,Joy,Gratitude,Gratitude,agent
"Riley was having issues with their health, so Riley started hiking.","Riley was having issues with their health, so Riley started hiking in a scenic national park with well-maintained trails and beautiful vistas.",Riley,Optimism,Anxiety,Helplessness,Sadness,Optimism,place
"Riley was having issues with their health, so Riley started hiking.","Riley was having issues with their health, so Riley started hiking in an unfamiliar and rugged wilderness area without marked paths.",Riley,Optimism,Anxiety,Helplessness,Sadness,Anxiety,place
Bailey used their wit to control the rest of the kids in her class.,Bailey used their wit to control the rest of the kids in her class.,Bailey,Guilt,Pride,Frustration,Determination,Pride,agent
Bailey used their wit to control the rest of the kids in her class.,Bailey used their wit to control the rest of the war prisoners.,Bailey,Guilt,Pride,Frustration,Determination,Pride,agent
Remy asked Kendall out on a date to a movie together and she said yes.,"Remy asked Kendall out on a date to a movie together and she said yes. Kendall was Remy's long-time crush, and Remy had been nervously building up the courage to ask her out for months.",Remy,Helplessness,Relief,Ecstasy,Sadness,Relief,agent
Remy asked Kendall out on a date to a movie together and she said yes.,"Remy asked Kendall out on a date to a movie together and she said yes. Kendall was Remy's close friend, and Remy was worried about potentially changing their friendship dynamic.",Remy,Helplessness,Relief,Ecstasy,Sadness,Relief,agent
Casey took friends to Florida with her because she didn't want to be alone.,Casey took friends to Florida with her because she didn't want to be alone. The friends were her closest childhood buddies who always made her feel comfortable and safe.,Casey,Anxiety,Sadness,Pensiveness,Gratitude,Gratitude,agent
Casey took friends to Florida with her because she didn't want to be alone.,Casey took friends to Florida with her because she didn't want to be alone. The friends were new acquaintances she wasn't entirely sure about yet.,Casey,Anxiety,Sadness,Pensiveness,Gratitude,Anxiety,agent
"Addison had seen all she needed to see, her opinions were already formed.","Addison had seen all she needed to see, her opinions were already formed. She had been observing the actions of her team during an important project and decided they were competent and dedicated.",Addison,Comfortableness,Discouragement,Pride,Boredom,Pride,agent
"Addison had seen all she needed to see, her opinions were already formed.","Addison had seen all she needed to see, her opinions were already formed. She had been watching a heated debate among her colleagues and concluded that tensions were rising and cooperation was unlikely.",Addison,Comfortableness,Discouragement,Pride,Boredom,Discouragement,agent
Carson invited Taylor to their house as their date was finishing up.,Carson invited Taylor to their house as their first date was finishing up. Taylor was a shy person.,Carson,Embarrassment,Anger,Joy,Fear,Joy,agent
Carson invited Taylor to their house as their date was finishing up.,Carson invited Taylor to their house as their first date was finishing up. Taylor was an extrovert person.,Carson,Embarrassment,Anger,Joy,Fear,Joy,agent
Sydney was responsible for cropping all photographs submitted by clients.,"At a prestigious art gallery, Sydney was responsible for cropping all photographs submitted by world-renowned artists for an upcoming exhibition.",Sydney,Relief,Pride,Boredom,Discouragement,Pride,place
Sydney was responsible for cropping all photographs submitted by clients.,"At a small local print shop, Sydney was responsible for cropping all photographs submitted by clients for passport applications.",Sydney,Relief,Pride,Boredom,Discouragement,Boredom,place
"Sydney worked hard and did well in the business, getting a promotion soon after starting at a new company.","Sydney worked hard and did well in the business, getting a promotion just two weeks after starting at a new company.",Sydney,Ecstasy,Amazement,Joy,Sanguinity,Joy,time
"Sydney worked hard and did well in the business, getting a promotion soon after starting at a new company.","Sydney worked hard and did well in the business, getting a promotion five years after starting at a new company.",Sydney,Ecstasy,Amazement,Joy,Sanguinity,Joy,time
Alex had a fable for her that explained a lot of what was happening in the world.,"Alex had a fable for her, gifted by her father, that explained a lot of what was happening in the world.",Alex,Comfortableness,Gratitude,Helplessness,Suspicion,Gratitude,agent
Alex had a fable for her that explained a lot of what was happening in the world.,"Alex had a fable for her, gifted by a quack psychic, that explained a lot of what was happening in the world.",Alex,Comfortableness,Gratitude,Helplessness,Suspicion,Suspicion,agent
Alex wiped Remy's eye with a tissue because they were crying for hours.,"Alex wiped Remy's eye with a tissue because they were crying for hours in the quiet, comforting atmosphere of their shared living room.",Alex,Frustration,Sympathy,Exhaustion,Embarrassment,Sympathy,place
Alex wiped Remy's eye with a tissue because they were crying for hours.,"Alex wiped Remy's eyed with a tissue because they were crying for hours in the middle of a crowded train, with strangers watching the scene unfold.",Alex,Frustration,Sympathy,Exhaustion,Embarrassment,Sympathy,place
Sasha browsed Addison's collection of rare and precious art paintings.,Sasha browsed Addison's collection of rare and precious art paintings in a gallery.,Sasha,Anticipation,Admiration,Anxiety,Serenity,Admiration,agent
Sasha browsed Addison's collection of rare and precious art paintings.,Sasha browsed Addison's collection of rare and precious art paintings in a gallery. Addison was a tomb raider.,Sasha,Anticipation,Admiration,Anxiety,Serenity,Admiration,agent
Jan received Sasha's payment for all of the goods.,Jan received Sasha's payment for all of the goods after Sasha had delayed paying for days despite several reminders.,Jan,Favor,Optimism,Anger,Annoyance,Annoyance,time
Jan received Sasha's payment for all of the goods.,Jan received Sasha's payment for all of the goods after Sasha had delayed paying for months despite several reminders.,Jan,Favor,Optimism,Anger,Annoyance,Annoyance,time
Robin broke ground using a tractor that he just learned to operate.,"Robin broke ground using a tractor that he just learned to operate on a vast, open field surrounded by experienced farmers who were watching closely.",Robin,Joy,Pensiveness,Indifference,Anxiety,Anxiety,place
Robin broke ground using a tractor that he just learned to operate.,Robin broke ground using a tractor that he just learned to operate on a family-owned farm where he had spent many summers helping his grandparents.,Robin,Joy,Pensiveness,Indifference,Anxiety,Joy,place
Jan played volleyball in high school and continued playing through college.,Jan played volleyball in high school and continued playing through college at a university known for its competitive volleyball program.,jan,Sadness,Joy,Pride,Determination,Pride,place
Jan played volleyball in high school and continued playing through college.,Jan played volleyball in high school and continued playing through college at a small community college with a recreational team.,jan,Sadness,Joy,Pride,Determination,Pride,place
Carson finally hit it and won the baseball game for his team.,Carson finally hit it and won the baseball game for his team at their home stadium in front of a cheering crowd.,Carson,Comfortableness,Sadness,Relief,Pride,Pride,place
Carson finally hit it and won the baseball game for his team.,Carson finally hit it and won the baseball game for his team at a home stadium in a nearly empty stadium.,Carson,Comfortableness,Sadness,Relief,Pride,Pride,place
Kendall hugged and thanked Sasha's parents for donating to the fundraiser.,Kendall hugged Sasha's parents for donating to the fundraiser for underprivileged students.,Kendall,Comfortableness,Gratitude,Embarrassment,Pride,Gratitude,agent
